position_id,timestamp_entry,timestamp_exit,strategy_name,regime_key,underlying_symbol,entry_underlying_price,exit_underlying_price,entry_cost,exit_value,pnl,pnl_pct,quantity,exit_reason,metadata,window_id
89770e5d-4c6e-46a3-a6d6-92eed062d3ab,2022-05-26 00:00:00,2022-05-27 00:00:00,small_iron_condor,range|high_vol|low_liquidity|unknown,SPY,405.31,415.26,18.821000000000005,-18.821000000000005,-37.64200000000001,-2.0,1,regime_flip,"{'confidence': 1.0, 'require_defined_risk': True, 'current_price': 405.31, 'sigma': 0.0001, 'matched_legs': [{'side': 'long', 'option_type': 'put', 'strike': 410.0, 'expiry': '2022-06-30', 'bid': 1.054365, 'ask': 1.1084349999999998, 'mid': 1.0814, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'put', 'strike': 410.0, 'expiry': '2022-06-30', 'bid': 1.054365, 'ask': 1.1084349999999998, 'mid': 1.0814, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'call', 'strike': 410.0, 'expiry': '2022-06-30', 'bid': 1.054365, 'ask': 1.1084349999999998, 'mid': 1.0814, 'symbol': None, 'delta': 0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'long', 'option_type': 'call', 'strike': 410.0, 'expiry': '2022-06-30', 'bid': 1.054365, 'ask': 1.1084349999999998, 'mid': 1.0814, 'symbol': None, 'delta': 0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}], 'reprice_ok': True, 'last_reprice': {'full': False, 'missing_leg_count': 4, 'stale': True}}",0
303e78ab-3246-4cab-8421-60453c162e61,2022-05-31 00:00:00,2022-06-01 00:00:00,small_iron_condor,range|high_vol|low_liquidity|unknown,SPY,412.93,409.59,17.237000000000002,-17.237000000000002,-34.474000000000004,-2.0,1,regime_flip,"{'confidence': 1.0, 'require_defined_risk': True, 'current_price': 412.93, 'sigma': 0.0001, 'matched_legs': [{'side': 'long', 'option_type': 'put', 'strike': 410.0, 'expiry': '2022-07-05', 'bid': 0.9514050000000004, 'ask': 1.0001950000000004, 'mid': 0.9758000000000004, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'put', 'strike': 410.0, 'expiry': '2022-07-05', 'bid': 0.9514050000000004, 'ask': 1.0001950000000004, 'mid': 0.9758000000000004, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'call', 'strike': 410.0, 'expiry': '2022-07-05', 'bid': 0.9514050000000004, 'ask': 1.0001950000000004, 'mid': 0.9758000000000004, 'symbol': None, 'delta': 0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'long', 'option_type': 'call', 'strike': 410.0, 'expiry': '2022-07-05', 'bid': 0.9514050000000004, 'ask': 1.0001950000000004, 'mid': 0.9758000000000004, 'symbol': None, 'delta': 0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}], 'reprice_ok': True, 'last_reprice': {'full': False, 'missing_leg_count': 4, 'stale': True}}",0
37753204-b01d-4bfb-8018-a464d62d33a1,2022-06-03 00:00:00,2022-06-07 00:00:00,small_iron_condor,range|high_vol|low_liquidity|unknown,SPY,410.54,415.74,18.613999999999983,-18.613999999999983,-37.227999999999966,-2.0,1,regime_flip,"{'confidence': 1.0, 'require_defined_risk': True, 'current_price': 410.54, 'sigma': 0.0001, 'matched_legs': [{'side': 'long', 'option_type': 'put', 'strike': 415.0, 'expiry': '2022-07-08', 'bid': 1.040909999999999, 'ask': 1.0942899999999989, 'mid': 1.0675999999999988, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'put', 'strike': 415.0, 'expiry': '2022-07-08', 'bid': 1.040909999999999, 'ask': 1.0942899999999989, 'mid': 1.0675999999999988, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'call', 'strike': 415.0, 'expiry': '2022-07-08', 'bid': 1.040909999999999, 'ask': 1.0942899999999989, 'mid': 1.0675999999999988, 'symbol': None, 'delta': 0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'long', 'option_type': 'call', 'strike': 415.0, 'expiry': '2022-07-08', 'bid': 1.040909999999999, 'ask': 1.0942899999999989, 'mid': 1.0675999999999988, 'symbol': None, 'delta': 0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}], 'reprice_ok': True, 'last_reprice': {'full': False, 'missing_leg_count': 4, 'stale': True}}",0
0ddd1f6d-61e3-476e-9de4-38dd3d219225,2022-06-06 00:00:00,2022-06-07 00:00:00,small_iron_condor,range|high_vol|low_liquidity|unknown,SPY,411.79,415.74,17.48900000000004,-17.48900000000004,-34.97800000000008,-2.0,1,regime_flip,"{'confidence': 1.0, 'require_defined_risk': True, 'current_price': 411.79, 'sigma': 0.0001, 'matched_legs': [{'side': 'long', 'option_type': 'put', 'strike': 415.0, 'expiry': '2022-07-11', 'bid': 0.9677849999999988, 'ask': 1.0174149999999988, 'mid': 0.9925999999999988, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'put', 'strike': 415.0, 'expiry': '2022-07-11', 'bid': 0.9677849999999988, 'ask': 1.0174149999999988, 'mid': 0.9925999999999988, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'call', 'strike': 415.0, 'expiry': '2022-07-11', 'bid': 0.9677849999999988, 'ask': 1.0174149999999988, 'mid': 0.9925999999999988, 'symbol': None, 'delta': 0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'long', 'option_type': 'call', 'strike': 415.0, 'expiry': '2022-07-11', 'bid': 0.9677849999999988, 'ask': 1.0174149999999988, 'mid': 0.9925999999999988, 'symbol': None, 'delta': 0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}], 'reprice_ok': True, 'last_reprice': {'full': False, 'missing_leg_count': 4, 'stale': True}}",0
10e8c07f-3d74-436c-a7a4-33f856c33d8d,2022-06-08 00:00:00,2022-06-09 00:00:00,small_iron_condor,range|high_vol|low_liquidity|unknown,SPY,411.22,401.44,18.00199999999996,-18.00199999999996,-36.00399999999992,-2.0,1,regime_flip,"{'confidence': 1.0, 'require_defined_risk': True, 'current_price': 411.22, 'sigma': 0.0001, 'matched_legs': [{'side': 'long', 'option_type': 'put', 'strike': 415.0, 'expiry': '2022-07-13', 'bid': 1.0011299999999983, 'ask': 1.0524699999999982, 'mid': 1.0267999999999984, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'put', 'strike': 415.0, 'expiry': '2022-07-13', 'bid': 1.0011299999999983, 'ask': 1.0524699999999982, 'mid': 1.0267999999999984, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'call', 'strike': 415.0, 'expiry': '2022-07-13', 'bid': 1.0011299999999983, 'ask': 1.0524699999999982, 'mid': 1.0267999999999984, 'symbol': None, 'delta': 0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'long', 'option_type': 'call', 'strike': 415.0, 'expiry': '2022-07-13', 'bid': 1.0011299999999983, 'ask': 1.0524699999999982, 'mid': 1.0267999999999984, 'symbol': None, 'delta': 0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}], 'reprice_ok': True, 'last_reprice': {'full': False, 'missing_leg_count': 4, 'stale': True}}",0
59601ef1-5872-41a4-b4b5-d6c1c22984c9,2022-06-10 00:00:00,2022-06-13 00:00:00,small_bear_debit_spread,bear|high_vol|low_liquidity|unknown,SPY,389.8,375.0,9.46000000000004,-9.46000000000004,-18.92000000000008,-2.0,1,regime_flip,"{'confidence': 1.0, 'require_defined_risk': False, 'current_price': 389.8, 'sigma': 0.0001, 'matched_legs': [{'side': 'long', 'option_type': 'put', 'strike': 385.0, 'expiry': '2022-07-15', 'bid': 1.0608000000000006, 'ask': 1.1152000000000009, 'mid': 1.0880000000000007, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'put', 'strike': 385.0, 'expiry': '2022-07-15', 'bid': 1.0608000000000006, 'ask': 1.1152000000000009, 'mid': 1.0880000000000007, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}], 'reprice_ok': True, 'last_reprice': {'full': False, 'missing_leg_count': 2, 'stale': True}}",0
286b09b8-d76e-4049-a099-f70128ae6545,2022-06-13 00:00:00,2022-06-14 00:00:00,small_bear_debit_spread,bear|high_vol|high_liquidity|unknown,SPY,375.0,373.87,9.550000000000043,-9.550000000000043,-19.100000000000087,-2.0,1,regime_flip,"{'confidence': 1.0, 'require_defined_risk': False, 'current_price': 375.0, 'sigma': 0.0001, 'matched_legs': [{'side': 'long', 'option_type': 'put', 'strike': 370.0, 'expiry': '2022-07-18', 'bid': 1.0725, 'ask': 1.1275000000000002, 'mid': 1.1, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'put', 'strike': 370.0, 'expiry': '2022-07-18', 'bid': 1.0725, 'ask': 1.1275000000000002, 'mid': 1.1, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}], 'reprice_ok': True, 'last_reprice': {'full': False, 'missing_leg_count': 2, 'stale': True}}",0
4761508d-031e-4815-a709-70d54bf11572,2022-06-14 00:00:00,2022-06-15 00:00:00,small_bear_debit_spread,bear|high_vol|low_liquidity|unknown,SPY,373.87,379.2,9.041500000000017,-9.041500000000017,-18.083000000000034,-2.0,1,regime_flip,"{'confidence': 1.0, 'require_defined_risk': False, 'current_price': 373.87, 'sigma': 0.0001, 'matched_legs': [{'side': 'long', 'option_type': 'put', 'strike': 370.0, 'expiry': '2022-07-19', 'bid': 1.0063950000000002, 'ask': 1.0580050000000003, 'mid': 1.0322000000000002, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'put', 'strike': 370.0, 'expiry': '2022-07-19', 'bid': 1.0063950000000002, 'ask': 1.0580050000000003, 'mid': 1.0322000000000002, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}], 'reprice_ok': True, 'last_reprice': {'full': False, 'missing_leg_count': 2, 'stale': True}}",0
36cb58c2-2905-40f7-990b-f5597235ab1f,2022-06-15 00:00:00,2022-06-16 00:00:00,small_iron_condor,range|high_vol|low_liquidity|unknown,SPY,379.2,366.65,19.819999999999887,-19.819999999999887,-39.63999999999977,-2.0,1,regime_flip,"{'confidence': 1.0, 'require_defined_risk': False, 'current_price': 379.2, 'sigma': 0.0001, 'matched_legs': [{'side': 'long', 'option_type': 'put', 'strike': 385.0, 'expiry': '2022-07-20', 'bid': 1.1193000000000006, 'ask': 1.1767000000000003, 'mid': 1.1480000000000006, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'put', 'strike': 385.0, 'expiry': '2022-07-20', 'bid': 1.1193000000000006, 'ask': 1.1767000000000003, 'mid': 1.1480000000000006, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'call', 'strike': 385.0, 'expiry': '2022-07-20', 'bid': 1.1193000000000006, 'ask': 1.1767000000000003, 'mid': 1.1480000000000006, 'symbol': None, 'delta': 0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'long', 'option_type': 'call', 'strike': 385.0, 'expiry': '2022-07-20', 'bid': 1.1193000000000006, 'ask': 1.1767000000000003, 'mid': 1.1480000000000006, 'symbol': None, 'delta': 0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}], 'reprice_ok': True, 'last_reprice': {'full': False, 'missing_leg_count': 4, 'stale': True}}",0
b16f1c60-6e70-4acb-846d-9215ebc8daac,2022-06-16 00:00:00,2022-06-21 00:00:00,small_bear_debit_spread,bear|high_vol|low_liquidity|unknown,SPY,366.65,375.07,10.292499999999965,-10.292499999999965,-20.58499999999993,-2.0,1,regime_flip,"{'confidence': 1.0, 'require_defined_risk': False, 'current_price': 366.65, 'sigma': 0.0001, 'matched_legs': [{'side': 'long', 'option_type': 'put', 'strike': 360.0, 'expiry': '2022-07-21', 'bid': 1.1690249999999989, 'ask': 1.2289749999999986, 'mid': 1.1989999999999987, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}, {'side': 'short', 'option_type': 'put', 'strike': 360.0, 'expiry': '2022-07-21', 'bid': 1.1690249999999989, 'ask': 1.2289749999999986, 'mid': 1.1989999999999987, 'symbol': None, 'delta': -0.45, 'gamma': None, 'theta': None, 'vega': None, 'iv': 0.22}], 'reprice_ok': True, 'last_reprice': {'full': False, 'missing_leg_count': 2, 'stale': True}}",0
